name	desc	leng
TIGR01418	PEP_synth: phosphoenolpyruvate synthase	784
TIGR01419	nitro_reg_IIA: PTS IIA-like nitrogen-regulatory protein PtsN	145
TIGR01420	pilT_fam: twitching motility protein	343
TIGR01421	gluta_reduc_1: glutathione-disulfide reductase	450
TIGR01422	phosphonatase: phosphonoacetaldehyde hydrolase	253
TIGR01423	trypano_reduc: trypanothione-disulfide reductase	486
TIGR01424	gluta_reduc_2: glutathione-disulfide reductase	446
TIGR01425	SRP54_euk: signal recognition particle protein SRP54	428
TIGR01426	MGT: glycosyltransferase, MGT family	393
TIGR01427	PTS_IIC_fructo: PTS system, Fru family, IIC component	346
TIGR01428	HAD_type_II: haloacid dehalogenase, type II	197
TIGR01429	AMP_deaminase: AMP deaminase	611
TIGR01430	aden_deam: adenosine deaminase	323
TIGR01431	adm_rel: adenosine deaminase-related growth factor	479
TIGR01432	QOXA: cytochrome aa3 quinol oxidase, subunit II	227
TIGR01433	CyoA: ubiquinol oxidase, subunit II	226
TIGR01434	glu_cys_ligase: glutamate--cysteine ligase	512
TIGR01435	glu_cys_lig_rel: glutamate--cysteine ligase/gamma-glutamylcysteine synthetase	719
TIGR01436	glu_cys_lig_pln: glutamate--cysteine ligase	446
TIGR01437	selA_rel: uncharacterized pyridoxal phosphate-dependent enzyme	363
TIGR01438	TGR: thioredoxin and glutathione reductase	485
TIGR01439	lp_hng_hel_AbrB: transcriptional regulator, AbrB family	44
TIGR01440	TIGR01440: TIGR01440 family protein	172
TIGR01441	GPR: GPR endopeptidase	358
TIGR01442	SASP_gamma: small, acid-soluble spore protein, gamma-type	86
TIGR01443	intein_Cterm: intein C-terminal splicing region	24
TIGR01444	fkbM_fam: methyltransferase, FkbM family	143
TIGR01445	intein_Nterm: intein N-terminal splicing region	83
TIGR01446	DnaD_dom: DnaD domain protein	73
TIGR01447	recD: exodeoxyribonuclease V, alpha subunit	597
TIGR01448	recD_rel: helicase, RecD/TraA family	720
TIGR01449	PGP_bact: phosphoglycolate phosphatase, bacterial	213
TIGR01450	recC: exodeoxyribonuclease V, gamma subunit	1063
TIGR01451	B_ant_repeat: conserved repeat domain	53
TIGR01452	PGP_euk: phosphoglycolate/pyridoxal phosphate phosphatase family	279
TIGR01453	grpIintron_endo: group I intron endonuclease	215
TIGR01454	AHBA_synth_RP: AHBA synthesis associated protein	205
TIGR01455	glmM: phosphoglucosamine mutase	442
TIGR01456	CECR5: HAD hydrolase, TIGR01456 family	321
TIGR01457	HAD-SF-IIA-hyp2: HAD hydrolase, TIGR01457 family	249
TIGR01458	HAD-SF-IIA-hyp3: HAD hydrolase, TIGR01458 family	257
TIGR01459	HAD-SF-IIA-hyp4: HAD hydrolase, TIGR01459 family	242
TIGR01460	HAD-SF-IIA: HAD hydrolase, family IIA	246
TIGR01461	greB: transcription elongation factor GreB	156
TIGR01462	greA: transcription elongation factor GreA	151
TIGR01463	mtaA_cmuA: methyltransferase, MtaA/CmuA family	340
TIGR01464	hemE: uroporphyrinogen decarboxylase	338
TIGR01465	cobM_cbiF: precorrin-4 C11-methyltransferase	247
TIGR01466	cobJ_cbiH: precorrin-3B C17-methyltransferase	239
TIGR01467	cobI_cbiL: precorrin-2 C20-methyltransferase	230
TIGR01469	cobA_cysG_Cterm: uroporphyrinogen-III C-methyltransferase	238
TIGR01470	cysG_Nterm: siroheme synthase, N-terminal domain	205
TIGR01472	gmd: GDP-mannose 4,6-dehydratase	342
TIGR01473	cyoE_ctaB: protoheme IX farnesyltransferase	281
TIGR01474	ubiA_proteo: 4-hydroxybenzoate polyprenyl transferase	282
TIGR01475	ubiA_other: putative 4-hydroxybenzoate polyprenyltransferase	282
TIGR01476	chlor_syn_BchG: bacteriochlorophyll/chlorophyll synthetase	283
TIGR01477	RIFIN: variant surface antigen, rifin family	356
TIGR01478	STEVOR: variant surface antigen, stevor family	308
TIGR01479	GMP_PMI: mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	467
TIGR01480	copper_res_A: copper-resistance protein, CopA family	593
TIGR01481	ccpA: catabolite control protein A	330
TIGR01482	SPP-subfamily: sucrose-phosphate phosphatase subfamily	225
TIGR01484	HAD-SF-IIB: HAD hydrolase, family IIB	221
TIGR01485	SPP_plant-cyano: sucrose phosphatase	249
TIGR01486	HAD-SF-IIB-MPGP: mannosyl-3-phosphoglycerate phosphatase family	257
TIGR01487	Pglycolate_arch: phosphoglycolate phosphatase, TA0175-type	215
TIGR01488	HAD-SF-IB: HAD phosphoserine phosphatase-like hydrolase, family IB	177
TIGR01489	DKMTPPase-SF: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase	188
TIGR01490	HAD-SF-IB-hyp1: HAD hydrolase, family IB	202
TIGR01491	HAD-SF-IB-PSPlk: phosphoserine phosphatase-like hydrolase, archaeal	201
TIGR01492	CPW_WPC: Plasmodium falciparum CPW-WPC domain	62
TIGR01493	HAD-SF-IA-v2: HAD hydrolase, family IA, variant 2	161
TIGR01494	ATPase_P-type: HAD ATPase, P-type, family IC	478
TIGR01495	ETRAMP: early transcribed membrane protein (ETRAMP) family	85
TIGR01496	DHPS: dihydropteroate synthase	258
TIGR01497	kdpB: K+-transporting ATPase, B subunit	675
TIGR01498	folK: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	128
TIGR01499	folC: bifunctional protein FolC	400
TIGR01500	sepiapter_red: sepiapterin reductase	255
TIGR01501	MthylAspMutase: methylaspartate mutase, S subunit	134
TIGR01502	B_methylAsp_ase: methylaspartate ammonia-lyase	408
TIGR01503	MthylAspMut_E: methylaspartate mutase, E subunit	480
TIGR01504	glyox_carbo_lig: glyoxylate carboligase	589
TIGR01505	tartro_sem_red: 2-hydroxy-3-oxopropionate reductase	291
TIGR01506	ribC_arch: riboflavin synthase	151
TIGR01507	hopene_cyclase: squalene-hopene cyclase	640
TIGR01508	rib_reduct_arch: diaminohydroxyphosphoribosylaminopyrimidine reductase	210
TIGR01509	HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3	154
TIGR01510	coaD_prev_kdtB: pantetheine-phosphate adenylyltransferase	155
TIGR01511	ATPase-IB1_Cu: copper-translocating P-type ATPase	542
TIGR01512	ATPase-IB2_Cd: cadmium-translocating P-type ATPase	494
TIGR01513	NAPRTase_put: nicotinate phosphoribosyltransferase	452
TIGR01514	NAPRTase: nicotinate phosphoribosyltransferase	399
TIGR01515	branching_enzym: 1,4-alpha-glucan branching enzyme	607
TIGR01517	ATPase-IIB_Ca: calcium-translocating P-type ATPase, PMCA-type	882
TIGR01518	g3p_cytidyltrns: glycerol-3-phosphate cytidylyltransferase	125
TIGR01519	plasmod_dom_1: Plasmodium falciparum uncharacterized domain	70
TIGR01520	FruBisAldo_II_A: fructose-bisphosphate aldolase, class II	357
TIGR01521	FruBisAldo_II_B: fructose-bisphosphate aldolase, class II, Calvin cycle subtype	347
TIGR01522	ATPase-IIA2_Ca: calcium-transporting P-type ATPase, PMR1-type	854
TIGR01523	ATPase-IID_K-Na: potassium/sodium efflux P-type ATPase, fungal-type	997
TIGR01524	ATPase-IIIB_Mg: magnesium-translocating P-type ATPase	867
TIGR01525	ATPase-IB_hvy: heavy metal translocating P-type ATPase	560
TIGR01526	nadR_NMN_Atrans: nicotinamide-nucleotide adenylyltransferase	325
TIGR01527	arch_NMN_Atrans: nicotinamide-nucleotide adenylyltransferase	167
TIGR01528	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	187
TIGR01529	argR_whole: arginine repressor	146
TIGR01530	nadN: NAD nucleotidase	550
TIGR01531	glyc_debranch: glycogen debranching enzyme	1443
TIGR01532	E4PD_g-proteo: erythrose-4-phosphate dehydrogenase	325
TIGR01533	lipo_e_P4: 5'-nucleotidase, lipoprotein e(P4) family	273
TIGR01534	GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I	330
TIGR01535	glucan_glucosid: glucan 1,4-alpha-glucosidase	662
TIGR01536	asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)	517
TIGR01537	portal_HK97: phage portal protein, HK97 family	343
TIGR01538	portal_SPP1: phage portal protein, SPP1 family	426
TIGR01539	portal_lambda: phage portal protein, lambda family	457
TIGR01540	portal_PBSX: phage portal protein, PBSX family	320
TIGR01541	tape_meas_lam_C: phage tail tape measure protein, lambda family	332
TIGR01542	A118_put_portal: phage portal protein, putative, A118 family	476
TIGR01543	proheadase_HK97: phage prohead protease, HK97 family	142
TIGR01544	HAD-SF-IE: HAD hydrolase, family IE	283
TIGR01545	YfhB_g-proteo: HAD hydrolase, family IF	210
TIGR01546	GAPDH-II_archae: glyceraldehyde-3-phosphate dehydrogenase, type II	333
TIGR01547	phage_term_2: phage terminase, large subunit, PBSX family	396
TIGR01548	HAD-SF-IA-hyp1: HAD hydrolase, TIGR01548 family	197
TIGR01549	HAD-SF-IA-v1: HAD hydrolase, family IA, variant 1	149
TIGR01550	DOC_P1: death-on-curing family protein	122
TIGR01551	major_capsid_P2: phage major capsid protein, P2 family	326
TIGR01552	phd_fam: prevent-host-death family protein	53
TIGR01553	formate-DH-alph: formate dehydrogenase, alpha subunit	1009
TIGR01554	major_cap_HK97: phage major capsid protein, HK97 family	385
TIGR01555	phge_rel_HI1409: phage-associated protein, HI1409 family	404
TIGR01556	rhamnosyltran: rhamnosyltransferase	281
TIGR01557	myb_SHAQKYF: myb-like DNA-binding domain, SHAQKYF class	57
TIGR01558	sm_term_P27: putative phage terminase, small subunit, P27 family	116
TIGR01559	squal_synth: farnesyl-diphosphate farnesyltransferase	337
TIGR01560	put_DNA_pack: uncharacterized phage protein (possible DNA packaging)	91
TIGR01561	gde_arch: putative glycogen debranching enzyme, archaeal type	569
TIGR01562	FdhE: formate dehydrogenase accessory protein FdhE	305
TIGR01563	gp16_SPP1: putative phage head-tail adaptor	101
TIGR01564	S_layer_MJ: S-layer protein	571
TIGR01565	homeo_ZF_HD: homeobox domain, ZF-HD class	58
TIGR01566	ZF_HD_prot_N: ZF-HD homeobox protein Cys/His-rich dimerization domain	53
TIGR01567	S_layer_rel_Mac: S-layer family duplication domain	259
TIGR01568	A_thal_3678: uncharacterized plant-specific domain TIGR01568	67
TIGR01569	A_tha_TIGR01569: plant integral membrane protein TIGR01569	154
TIGR01570	A_thal_3588: uncharacterized plant-specific domain TIGR01570	161
TIGR01571	A_thal_Cys_rich: uncharacterized Cys-rich domain	105
TIGR01572	A_thl_para_3677: Arabidopsis paralogous family TIGR01572	265
TIGR01573	cas2: CRISPR-associated endoribonuclease Cas2	96
TIGR01574	miaB-methiolase: tRNA-i(6)A37 thiotransferase enzyme MiaB	437
TIGR01575	rimI: ribosomal-protein-alanine acetyltransferase	132
TIGR01577	oligosac_amyl: oligosaccharide amylase	616
TIGR01578	MiaB-like-B: MiaB-like tRNA modifying enzyme, archaeal-type	421
TIGR01579	MiaB-like-C: MiaB-like tRNA modifying enzyme	416
TIGR01580	narG: nitrate reductase, alpha subunit	1235
TIGR01581	Mo_ABC_porter: NifC-like ABC-type porter	225
TIGR01582	FDH-beta: formate dehydrogenase, beta subunit	283
TIGR01583	formate-DH-gamm: formate dehydrogenase, gamma subunit	204
TIGR01584	citF: citrate lyase, alpha subunit	492
TIGR01586	yopT_cys_prot: cysteine protease domain, YopT-type	199
TIGR01587	cas3_core: CRISPR-associated helicase Cas3	358
TIGR01588	citE: citrate (pro-3S)-lyase, beta subunit	288
TIGR01589	A_thal_3526: uncharacterized plant-specific domain TIGR01589	57
TIGR01590	yir-bir-cir_Pla: yir/bir/cir-family of variant antigens	201
TIGR01591	Fdh-alpha: formate dehydrogenase, alpha subunit	672
TIGR01592	holin_SPP1: holin, SPP1 family	78
TIGR01593	holin_tox_secr: toxin secretion/phage lysis holin	128
TIGR01594	holin_lambda: phage holin, lambda family	107
TIGR01595	cas_CT1132: CRISPR-associated protein, CT1132 family	268
TIGR01596	cas3_HD: CRISPR-associated endonuclease Cas3-HD	178
TIGR01597	PYST-B: Plasmodium yoelii subtelomeric family PYST-B	256
TIGR01598	holin_phiLC3: holin, phage phi LC3 family	79
TIGR01599	PYST-A: Plasmodium yoelii subtelomeric family PYST-A	209
TIGR01600	phage_tail_L: phage minor tail protein L	224
TIGR01601	PYST-C1: Plasmodium yoelii subtelomeric domain PYST-C1	82
TIGR01602	PY-rept-46: Plasmodium yoelii repeat of length 46	46
TIGR01603	maj_tail_phi13: phage major tail protein, phi13 family	190
TIGR01604	PYST-C2: Plasmodium yoelii subtelomeric domain PYST-C2	150
TIGR01605	PYST-D: Plasmodium yoelii subtelomeric family PYST-D	55
TIGR01606	holin_BlyA: holin, BlyA family	63
TIGR01607	PST-A: Plasmodium subtelomeric family	332
TIGR01608	citD: citrate lyase acyl carrier protein	94
TIGR01609	PF_unchar_267: Plasmodium falciparum uncharacterized protein TIGR01609	146
TIGR01610	phage_O_Nterm: phage replication protein O, N-terminal domain	95
TIGR01611	tail_tube: phage major tail tube protein	168
TIGR01612	235kDa-fam: rhoptry protein	2756
TIGR01613	primase_Cterm: phage/plasmid primase, P4 family, C-terminal domain	304
TIGR01614	PME_inhib: pectinesterase inhibitor domain	178
TIGR01615	A_thal_3542: uncharacterized plant-specific domain TIGR01615	131
TIGR01616	nitro_assoc: nitrogenase-associated protein	126
TIGR01617	arsC_related: transcriptional regulator, Spx/MgsR family	117
TIGR01618	phage_P_loop: phage nucleotide-binding protein	220
TIGR01619	hyp_HI0040: TIGR01619 family protein	250
TIGR01620	hyp_HI0043: TIGR01620 family protein	289
TIGR01621	RluA-like: pseudouridine synthase Rlu family protein, TIGR01621	217
TIGR01622	SF-CC1: splicing factor, CC1-like family	500
TIGR01623	put_zinc_LRP1: putative zinc finger domain, LRP1 type	43
TIGR01624	LRP1_Cterm: LRP1 C-terminal domain	50
TIGR01625	YidE_YbjL_dupl: AspT/YidE/YbjL antiporter duplication domain	154
TIGR01626	ytfJ_HI0045: conserved hypothetical protein YtfJ-family, TIGR01626	184
TIGR01627	A_thal_3515: uncharacterized plant-specific domain TIGR01627	225
TIGR01628	PABP-1234: polyadenylate binding protein, human types 1, 2, 3, 4 family	595
TIGR01629	rep_II_X: phage/plasmid replication protein, gene II/X family	407
TIGR01630	psiM2_ORF9: phage uncharacterized protein, C-terminal domain	142
TIGR01631	Trypano_RHS: trypanosome RHS family	761
TIGR01632	L11_bact: ribosomal protein L11	140
TIGR01633	phi3626_gp14_N: putative phage tail component, N-terminal domain	123
TIGR01634	tail_P2_I: phage tail protein I	139
TIGR01635	tail_comp_S: phage virion morphogenesis protein	144
TIGR01636	phage_rinA: phage transcriptional regulator, RinA family	134
TIGR01637	phage_arpU: phage transcriptional regulator, ArpU family	136
TIGR01638	Atha_cystat_rel: Arabidopsis thaliana cystatin-related protein	94
TIGR01639	P_fal_TIGR01639: Plasmodium falciparum uncharacterized domain TIGR01639	61
TIGR01640	F_box_assoc_1: F-box protein interaction domain	232
TIGR01641	phageSPP1_gp7: phage head morphogenesis protein, SPP1 gp7 family	109
TIGR01642	U2AF_lg: U2 snRNP auxilliary factor, large subunit, splicing factor	510
TIGR01643	YD_repeat_2x: YD repeat (two copies)	42
TIGR01644	phage_P2_V: phage baseplate assembly protein V	192
TIGR01645	half-pint: poly-U binding splicing factor, half-pint family	607
TIGR01646	vgr_GE: Rhs element Vgr protein	480
TIGR01647	ATPase-IIIA_H: plasma-membrane proton-efflux P-type ATPase	755
TIGR01648	hnRNP-R-Q: hnRNP-R, Q splicing factor family	577
TIGR01649	hnRNP-L_PTB: hnRNP-L/PTB/hephaestus splicing factor family	493
TIGR01650	PD_CobS: cobaltochelatase, CobS subunit	327
TIGR01651	CobT: cobaltochelatase, CobT subunit	600
TIGR01652	ATPase-Plipid: phospholipid-translocating P-type ATPase, flippase	1058
TIGR01653	lactococcin_972: bacteriocin, lactococcin 972 family	97
TIGR01654	bact_immun_7tm: bacteriocin-associated integral membrane protein	681
TIGR01655	yxeA_fam: conserved hypothetical protein	114
TIGR01656	Histidinol-ppas: histidinol-phosphate phosphatase domain	149
TIGR01657	P-ATPase-V: P-type ATPase of unknown pump specificity (type V)	1055
TIGR01658	EYA-cons_domain: EYA conserved domain	274
TIGR01659	sex-lethal: sex-lethal family splicing factor	346
TIGR01660	narH: nitrate reductase, beta subunit	492
TIGR01661	ELAV_HUD_SF: ELAV/HuD family splicing factor	351
TIGR01662	HAD-SF-IIIA: HAD hydrolase, family IIIA	141
TIGR01663	PNK-3'Pase: polynucleotide kinase 3'-phosphatase	520
TIGR01664	DNA-3'-Pase: DNA 3'-phosphatase	167
TIGR01665	put_anti_recept: phage minor structural protein, N-terminal region	316
TIGR01666	YCCS: TIGR01666 family membrane protein	705
TIGR01667	YCCS_YHJK: integral membrane protein, YccS/YhfK family	701
TIGR01668	YqeG_hyp_ppase: HAD phosphatase, family IIIA	170
TIGR01669	phage_XkdX: phage uncharacterized protein, XkdX family	45
TIGR01670	YrbI-phosphatas: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	154
TIGR01671	phage_TIGR01671: phage conserved hypothetical protein TIGR01671	151
TIGR01672	AphA: HAD phosphatase, family IIIB	237
TIGR01673	holin_LLH: phage holin, LL-H family	108
TIGR01674	phage_lambda_G: phage minor tail protein G	138
TIGR01675	plant-AP: plant acid phosphatase	229
TIGR01676	GLDHase: galactonolactone dehydrogenase	541
TIGR01677	pln_FAD_oxido: plant-specific FAD-dependent oxidoreductase	560
TIGR01678	FAD_lactone_ox: sugar 1,4-lactone oxidases	438
TIGR01679	bact_FAD_ox: FAD-linked oxidoreductase	419
TIGR01680	Veg_Stor_Prot: vegetative storage protein	270
TIGR01681	HAD-SF-IIIC: HAD phosphatase, family IIIC	132
TIGR01682	moaD: molybdopterin converting factor, subunit 1	80
TIGR01683	thiS: thiamine biosynthesis protein ThiS	64
TIGR01684	viral_ppase: viral phosphatase	301
TIGR01685	MDP-1: magnesium-dependent phosphatase-1	174
TIGR01686	FkbH: FkbH domain	323
TIGR01687	moaD_arch: MoaD family protein	88
TIGR01688	dltC: D-alanine--poly(phosphoribitol) ligase, subunit 2	73
TIGR01689	EcbF-BcbF: capsule biosynthesis phosphatase	126
TIGR01690	ICE_RAQPRD: integrative conjugative element protein, RAQPRD family	96
TIGR01691	enolase-ppase: 2,3-diketo-5-methylthio-1-phosphopentane phosphatase	224
TIGR01692	HIBADH: 3-hydroxyisobutyrate dehydrogenase	288
TIGR01693	UTase_glnD: protein-P-II uridylyltransferase	850
TIGR01694	MTAP: methylthioadenosine phosphorylase	240
TIGR01695	mviN: integral membrane protein MviN	506
TIGR01696	deoB: phosphopentomutase	381
TIGR01697	PNPH-PUNA-XAPA: inosine/guanosine/xanthosine phosphorylase family	247
TIGR01698	PUNP: purine nucleotide phosphorylase	245
TIGR01699	XAPA: xanthosine phosphorylase	248
TIGR01700	PNPH: purine nucleoside phosphorylase I, inosine and guanosine-specific	249
TIGR01701	Fdhalpha-like: oxidoreductase alpha (molybdopterin) subunit	744
TIGR01702	CO_DH_cata: carbon-monoxide dehydrogenase, catalytic subunit	621
TIGR01703	hybrid_clust: hydroxylamine reductase	522
TIGR01704	MTA/SAH-Nsdase: MTA/SAH nucleosidase	229
TIGR01705	MTA/SAH-nuc-hyp: putative 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	212
TIGR01706	NAPA: periplasmic nitrate reductase, large subunit	830
TIGR01707	gspI: type II secretion system protein I	101
TIGR01708	typeII_sec_gspH: type II secretion system protein H	149
TIGR01709	typeII_sec_gspL: type II secretion system protein L	389
TIGR01710	typeII_sec_gspG: type II secretion system protein G	134
TIGR01711	gspJ: type II secretion system protein J	192
TIGR01712	phage_N6A_met: phage N-6-adenine-methyltransferase	165
TIGR01713	typeII_sec_gspC: type II secretion system protein C	259
TIGR01714	phage_rep_org_N: phage replisome organizer, putative, N-terminal region	119
TIGR01715	phage_lam_T: phage tail assembly protein T	111
TIGR01716	RGG_Cterm: transcriptional activator, Rgg/GadR/MutR family, C-terminal domain	220
TIGR01717	AMP-nucleosdse: AMP nucleosidase	478
TIGR01718	Uridine-psphlse: uridine phosphorylase	245
TIGR01719	euk_UDPppase: uridine phosphorylase	287
TIGR01720	NRPS-para261: non-ribosomal peptide synthase domain TIGR01720	155
TIGR01721	AMN-like: putative AMP nucleosidase	269
TIGR01722	MMSDH: methylmalonate-semialdehyde dehydrogenase (acylating)	477
TIGR01723	hmd_TIGR: 5,10-methenyltetrahydromethanopterin hydrogenase	340
TIGR01724	hmd_rel: H2-forming N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase-related protein	341
TIGR01725	phge_HK97_gp10: phage protein, HK97 gp10 family	120
TIGR01726	HEQRo_perm_3TM: amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	99
TIGR01727	oligo_HPY: oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain	87
